model,model_display_name,diagnostic_source,dataset_variant,prompt_mode,query_type,n_pairs,n_valid_pairs,strict_ccc,correct_flip_rate,wrong_flip_rate,invariant_yes_rate,invariant_no_rate,scca,signed_ccc,invalid_pair_rate
qwen3_8b,Qwen3-8B,symbolic_control,symbolic_control,nl_binary_score,ate,390,390,0.6923076923076923,0.6564102564102564,0.035897435897435895,0.24358974358974358,0.0641025641025641,0.6564102564102564,0.6205128205128205,0.0
qwen3_8b,Qwen3-8B,symbolic_control,symbolic_control,nl_binary_score,backadj,395,395,0.6962025316455697,0.3240506329113924,0.3721518987341772,0.09873417721518987,0.20506329113924052,0.3240506329113924,-0.04810126582278479,0.0
qwen3_8b,Qwen3-8B,symbolic_control,symbolic_control,nl_binary_score,correlation,406,406,0.39408866995073893,0.19458128078817735,0.19950738916256158,0.5394088669950738,0.0665024630541872,0.19458128078817735,-0.0049261083743842304,0.0
qwen3_8b,Qwen3-8B,symbolic_control,symbolic_control,nl_binary_score,det-counterfactual,39,39,0.3076923076923077,0.1794871794871795,0.1282051282051282,0.10256410256410256,0.5897435897435898,0.1794871794871795,0.051282051282051294,0.0
qwen3_8b,Qwen3-8B,symbolic_control,symbolic_control,nl_binary_score,ett,464,464,0.3771551724137931,0.10775862068965517,0.26939655172413796,0.20905172413793102,0.41379310344827586,0.10775862068965517,-0.1616379310344828,0.0
qwen3_8b,Qwen3-8B,symbolic_control,symbolic_control,nl_binary_score,marginal,413,413,0.4019370460048426,0.26150121065375304,0.14043583535108958,0.45278450363196127,0.14527845036319612,0.26150121065375304,0.12106537530266345,0.0
qwen3_8b,Qwen3-8B,symbolic_control,symbolic_control,nl_binary_score,nde,876,876,0.3732876712328767,0.3447488584474886,0.028538812785388126,0.06735159817351598,0.5593607305936074,0.3447488584474886,0.3162100456621005,0.0
qwen3_8b,Qwen3-8B,symbolic_control,symbolic_control,nl_binary_score,nie,410,410,0.3195121951219512,0.23902439024390243,0.08048780487804878,0.5853658536585366,0.0951219512195122,0.23902439024390243,0.15853658536585363,0.0
qwen3_8b,Qwen3-8B,symbolic_control,symbolic_control,symbolic_matched_binary_score,ate,390,390,0.7487179487179487,0.7256410256410256,0.023076923076923078,0.13333333333333333,0.11794871794871795,0.7256410256410256,0.7025641025641025,0.0
qwen3_8b,Qwen3-8B,symbolic_control,symbolic_control,symbolic_matched_binary_score,backadj,395,395,0.6759493670886076,0.3139240506329114,0.3620253164556962,0.1341772151898734,0.189873417721519,0.3139240506329114,-0.04810126582278479,0.0
qwen3_8b,Qwen3-8B,symbolic_control,symbolic_control,symbolic_matched_binary_score,correlation,406,406,0.2044334975369458,0.09113300492610837,0.11330049261083744,0.7586206896551724,0.03694581280788178,0.09113300492610837,-0.022167487684729065,0.0
qwen3_8b,Qwen3-8B,symbolic_control,symbolic_control,symbolic_matched_binary_score,det-counterfactual,39,39,0.28205128205128205,0.1794871794871795,0.10256410256410256,0.1794871794871795,0.5384615384615384,0.1794871794871795,0.07692307692307693,0.0
qwen3_8b,Qwen3-8B,symbolic_control,symbolic_control,symbolic_matched_binary_score,ett,464,464,0.49353448275862066,0.10775862068965517,0.3857758620689655,0.0603448275862069,0.44612068965517243,0.10775862068965517,-0.2780172413793104,0.0
qwen3_8b,Qwen3-8B,symbolic_control,symbolic_control,symbolic_matched_binary_score,marginal,413,413,0.3486682808716707,0.2639225181598063,0.0847457627118644,0.5932203389830508,0.05811138014527845,0.2639225181598063,0.17917675544794187,0.0
qwen3_8b,Qwen3-8B,symbolic_control,symbolic_control,symbolic_matched_binary_score,nde,876,876,0.4657534246575342,0.4280821917808219,0.03767123287671233,0.2773972602739726,0.2568493150684932,0.4280821917808219,0.3904109589041096,0.0
qwen3_8b,Qwen3-8B,symbolic_control,symbolic_control,symbolic_matched_binary_score,nie,410,410,0.4560975609756098,0.32439024390243903,0.13170731707317074,0.4560975609756098,0.08780487804878048,0.32439024390243903,0.1926829268292683,0.0
qwen3_8b,Qwen3-8B,symbolic_control,symbolic_control,symbolic_shuffled_binary_score,ate,390,390,0.5282051282051282,0.4794871794871795,0.04871794871794872,0.0641025641025641,0.4076923076923077,0.4794871794871795,0.4307692307692308,0.0
qwen3_8b,Qwen3-8B,symbolic_control,symbolic_control,symbolic_shuffled_binary_score,backadj,395,395,0.6455696202531646,0.3037974683544304,0.34177215189873417,0.09873417721518987,0.25569620253164554,0.3037974683544304,-0.03797468354430378,0.0
qwen3_8b,Qwen3-8B,symbolic_control,symbolic_control,symbolic_shuffled_binary_score,correlation,406,406,0.49261083743842365,0.19704433497536947,0.2955665024630542,0.2955665024630542,0.21182266009852216,0.19704433497536947,-0.09852216748768475,0.0
qwen3_8b,Qwen3-8B,symbolic_control,symbolic_control,symbolic_shuffled_binary_score,det-counterfactual,39,39,0.1794871794871795,0.1282051282051282,0.05128205128205128,0.07692307692307693,0.7435897435897436,0.1282051282051282,0.07692307692307691,0.0
qwen3_8b,Qwen3-8B,symbolic_control,symbolic_control,symbolic_shuffled_binary_score,ett,464,464,0.25646551724137934,0.10991379310344827,0.14655172413793102,0.05172413793103448,0.6918103448275862,0.10991379310344827,-0.03663793103448275,0.0
qwen3_8b,Qwen3-8B,symbolic_control,symbolic_control,symbolic_shuffled_binary_score,marginal,413,413,0.4213075060532688,0.2324455205811138,0.18886198547215496,0.1089588377723971,0.46973365617433416,0.2324455205811138,0.04358353510895885,0.0
qwen3_8b,Qwen3-8B,symbolic_control,symbolic_control,symbolic_shuffled_binary_score,nde,876,876,0.24315068493150685,0.21232876712328766,0.030821917808219176,0.007990867579908675,0.7488584474885844,0.21232876712328766,0.1815068493150685,0.0
qwen3_8b,Qwen3-8B,symbolic_control,symbolic_control,symbolic_shuffled_binary_score,nie,410,410,0.4634146341463415,0.28292682926829266,0.18048780487804877,0.0975609756097561,0.43902439024390244,0.28292682926829266,0.10243902439024388,0.0
