model,model_display_name,diagnostic_source,dataset_variant,prompt_mode,query_type,n_pairs,n_valid_pairs,strict_ccc,correct_flip_rate,wrong_flip_rate,invariant_yes_rate,invariant_no_rate,scca,signed_ccc,invalid_pair_rate
qwen3_4b,Qwen3-4B,main,main,nl_binary_score,ate,53,53,0.5283018867924528,0.39622641509433965,0.1320754716981132,0.33962264150943394,0.1320754716981132,0.39622641509433965,0.26415094339622647,0.0
qwen3_4b,Qwen3-4B,main,main,nl_binary_score,backadj,50,50,0.08,0.08,0.0,0.0,0.92,0.08,0.08,0.0
qwen3_4b,Qwen3-4B,main,main,nl_binary_score,correlation,98,98,0.6428571428571429,0.46938775510204084,0.17346938775510204,0.23469387755102042,0.12244897959183673,0.46938775510204084,0.29591836734693877,0.0
qwen3_4b,Qwen3-4B,main,main,nl_binary_score,det-counterfactual,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
qwen3_4b,Qwen3-4B,main,main,nl_binary_score,ett,19,19,0.2631578947368421,0.15789473684210525,0.10526315789473684,0.05263157894736842,0.6842105263157895,0.15789473684210525,0.05263157894736842,0.0
qwen3_4b,Qwen3-4B,main,main,nl_binary_score,marginal,63,63,0.36507936507936506,0.2698412698412698,0.09523809523809523,0.15873015873015872,0.47619047619047616,0.2698412698412698,0.1746031746031746,0.0
qwen3_4b,Qwen3-4B,main,main,nl_binary_score,nde,45,45,0.35555555555555557,0.26666666666666666,0.08888888888888889,0.15555555555555556,0.4888888888888889,0.26666666666666666,0.17777777777777776,0.0
qwen3_4b,Qwen3-4B,main,main,nl_binary_score,nie,29,29,0.20689655172413793,0.1724137931034483,0.034482758620689655,0.7931034482758621,0.0,0.1724137931034483,0.13793103448275862,0.0
qwen3_4b,Qwen3-4B,main,main,nl_formal_binary_score,ate,53,53,0.5660377358490566,0.39622641509433965,0.16981132075471697,0.24528301886792453,0.18867924528301888,0.39622641509433965,0.22641509433962267,0.0
qwen3_4b,Qwen3-4B,main,main,nl_formal_binary_score,backadj,50,50,0.08,0.08,0.0,0.0,0.92,0.08,0.08,0.0
qwen3_4b,Qwen3-4B,main,main,nl_formal_binary_score,correlation,98,98,0.5408163265306123,0.3469387755102041,0.19387755102040816,0.19387755102040816,0.2653061224489796,0.3469387755102041,0.15306122448979592,0.0
qwen3_4b,Qwen3-4B,main,main,nl_formal_binary_score,det-counterfactual,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
qwen3_4b,Qwen3-4B,main,main,nl_formal_binary_score,ett,19,19,0.3684210526315789,0.15789473684210525,0.21052631578947367,0.05263157894736842,0.5789473684210527,0.15789473684210525,-0.05263157894736842,0.0
qwen3_4b,Qwen3-4B,main,main,nl_formal_binary_score,marginal,63,63,0.4444444444444444,0.31746031746031744,0.12698412698412698,0.23809523809523808,0.31746031746031744,0.31746031746031744,0.19047619047619047,0.0
qwen3_4b,Qwen3-4B,main,main,nl_formal_binary_score,nde,45,45,0.28888888888888886,0.24444444444444444,0.044444444444444446,0.1111111111111111,0.6,0.24444444444444444,0.19999999999999998,0.0
qwen3_4b,Qwen3-4B,main,main,nl_formal_binary_score,nie,29,29,0.1724137931034483,0.13793103448275862,0.034482758620689655,0.7931034482758621,0.034482758620689655,0.13793103448275862,0.10344827586206896,0.0
qwen3_4b,Qwen3-4B,main,main,symbolic_solver_concise_binary_score,ate,53,53,0.5471698113207547,0.5094339622641509,0.03773584905660377,0.18867924528301888,0.2641509433962264,0.5094339622641509,0.4716981132075472,0.0
qwen3_4b,Qwen3-4B,main,main,symbolic_solver_concise_binary_score,backadj,50,50,0.18,0.14,0.04,0.04,0.78,0.14,0.1,0.0
qwen3_4b,Qwen3-4B,main,main,symbolic_solver_concise_binary_score,correlation,98,98,0.5612244897959183,0.41836734693877553,0.14285714285714285,0.21428571428571427,0.22448979591836735,0.41836734693877553,0.2755102040816327,0.0
qwen3_4b,Qwen3-4B,main,main,symbolic_solver_concise_binary_score,det-counterfactual,1,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
qwen3_4b,Qwen3-4B,main,main,symbolic_solver_concise_binary_score,ett,19,19,0.47368421052631576,0.21052631578947367,0.2631578947368421,0.15789473684210525,0.3684210526315789,0.21052631578947367,-0.05263157894736842,0.0
qwen3_4b,Qwen3-4B,main,main,symbolic_solver_concise_binary_score,marginal,63,63,0.4444444444444444,0.25396825396825395,0.19047619047619047,0.1111111111111111,0.4444444444444444,0.25396825396825395,0.06349206349206349,0.0
qwen3_4b,Qwen3-4B,main,main,symbolic_solver_concise_binary_score,nde,45,45,0.37777777777777777,0.17777777777777778,0.2,0.17777777777777778,0.4444444444444444,0.17777777777777778,-0.022222222222222227,0.0
qwen3_4b,Qwen3-4B,main,main,symbolic_solver_concise_binary_score,nie,29,29,0.6896551724137931,0.5862068965517241,0.10344827586206896,0.2413793103448276,0.06896551724137931,0.5862068965517241,0.48275862068965514,0.0
